	index	piece	corpus	year	chord_num	max_val	min_val	pieces_avg	corpus_year	corpus_avg	corpus_id	piece_id
0	96	2-12	monteverdi_madrigals	1590.0	225	5	-3	-0.04	1608.3703703703704	2.307823122726958	1	1
1	127	3-09	monteverdi_madrigals	1592.0	190	5	0	0.07894736842105263	1608.3703703703704	2.307823122726958	1	2
2	128	3-11	monteverdi_madrigals	1592.0	190	5	0	0.07894736842105263	1608.3703703703704	2.307823122726958	1	3
3	129	4-19	monteverdi_madrigals	1603.0	185	15	0	2.908108108108108	1608.3703703703704	2.307823122726958	1	4
4	130	4-20	monteverdi_madrigals	1603.0	185	15	0	2.908108108108108	1608.3703703703704	2.307823122726958	1	5
5	131	5-01	monteverdi_madrigals	1605.0	176	8	-3	0.10227272727272728	1608.3703703703704	2.307823122726958	1	6
6	132	5-03	monteverdi_madrigals	1605.0	152	7	-3	1.5986842105263157	1608.3703703703704	2.307823122726958	1	7
7	133	5-04a	monteverdi_madrigals	1605.0	128	17	0	3.25	1608.3703703703704	2.307823122726958	1	8
8	134	5-04c	monteverdi_madrigals	1605.0	105	11	-6	2.0761904761904764	1608.3703703703704	2.307823122726958	1	9
9	135	5-04d	monteverdi_madrigals	1605.0	125	11	-15	2.576	1608.3703703703704	2.307823122726958	1	10
10	136	5-04e	monteverdi_madrigals	1605.0	219	11	0	2.3013698630136985	1608.3703703703704	2.307823122726958	1	11
11	137	5-05b	monteverdi_madrigals	1605.0	98	11	0	2.0918367346938775	1608.3703703703704	2.307823122726958	1	12
12	138	5-05c	monteverdi_madrigals	1605.0	151	20	0	5.821192052980132	1608.3703703703704	2.307823122726958	1	13
13	139	5-06	monteverdi_madrigals	1605.0	105	11	-6	2.0761904761904764	1608.3703703703704	2.307823122726958	1	14
14	140	5-07	monteverdi_madrigals	1605.0	125	11	-15	2.576	1608.3703703703704	2.307823122726958	1	15
15	141	5-08	monteverdi_madrigals	1605.0	219	11	0	2.3013698630136985	1608.3703703703704	2.307823122726958	1	16
16	142	5-09	monteverdi_madrigals	1605.0	167	13	-17	2.586826347305389	1608.3703703703704	2.307823122726958	1	17
17	143	5-10	monteverdi_madrigals	1605.0	98	11	0	2.0918367346938775	1608.3703703703704	2.307823122726958	1	18
18	144	5-11	monteverdi_madrigals	1605.0	151	20	0	5.821192052980132	1608.3703703703704	2.307823122726958	1	19
19	145	5-14	monteverdi_madrigals	1605.0	167	13	-13	3.3892215568862274	1608.3703703703704	2.307823122726958	1	20
20	146	5-15	monteverdi_madrigals	1605.0	167	13	-17	2.586826347305389	1608.3703703703704	2.307823122726958	1	21
21	147	5-17	monteverdi_madrigals	1605.0	104	13	-4	3.625	1608.3703703703704	2.307823122726958	1	22
22	148	6-01a	monteverdi_madrigals	1614.0	83	18	-9	3.5301204819277108	1608.3703703703704	2.307823122726958	1	23
23	353	laudate_pueri_dominum	monteverdi_madrigals	1620.0	386	11	-6	1.8730569948186528	1608.3703703703704	2.307823122726958	1	24
24	149	8-18	monteverdi_madrigals	1638.0	295	8	-4	1.352542372881356	1608.3703703703704	2.307823122726958	1	25
